Subject,Day,Task,Trial,RMS_mean,MNF_mean,MDF_mean,PKF_mean,IEMG_mean,VAR_mean,RMS_flexors,RMS_extensors,RMS_bicep,RMS_lat_tri,RMS_long_tri,MDF_flexors,MDF_extensors,MDF_bicep,MDF_lat_tri,MDF_long_tri,CoContr_FlexExt,CoContr_BicTri
PT_07,4,Tapes,4,200.1260079699324,80.49601599957002,187.55375213410997,52.593234374999994,0.5218505859375,0.7068190833418515,170.0396888514838,181.29556288354445,188.32309202008935,268.1236873355267,259.8954219899849,0.7068190833418515,0.6966788106626736,262.0232435576868,93.01832205612928,73.11248779296875,42.30546951293945,22551051.51282564,79337.49245164977
PT_07,4,Tapes,5,211.87756991923277,86.43910032986557,198.24253492635353,54.5871875,0.655517578125,0.7150180677021747,170.58986903546844,199.3088390933291,192.88371448961243,287.9550361684629,285.467858161186,0.7150180677021747,0.6732897344503106,278.83617950631765,91.53053663843477,71.96712493896484,41.2898063659668,23832505.153099008,90322.0676621706
PT_07,4,Tapes_standing,1,204.93546626434937,83.3749803427245,192.5670518436489,55.4502421875,0.5780029296875,0.7315154622443198,171.66793827106605,188.77306286310647,191.99634285372122,259.60294420517937,280.8940190771457,0.7315154622443198,0.7117626324609265,269.1749162938045,95.36370987811642,76.29275321960449,46.358346939086914,23121761.723287433,83924.7077122844
PT_07,4,Tapes_standing,2,211.85504442380707,86.95104552533077,199.00150208779493,54.3662734375,0.531005859375,0.7181782917561672,174.9861764700219,196.5221336889011,195.8692944342172,265.3595332264155,299.78318265513826,0.7181782917561672,0.6980382260838949,278.98210867531145,94.5316786213424,75.32763481140137,49.99208450317383,23905170.601177964,90494.94379061944
PT_07,4,Tapes_standing,3,210.6457744450636,87.28927929792295,200.1117327016319,56.2093046875,0.78125,0.7637168205406094,185.36997703711836,186.4308702932366,204.84939893441864,268.5944636955916,272.7457269699903,0.7637168205406094,0.7437932633121439,276.58505717273624,97.61548104918245,77.99172401428223,60.387611389160156,24066201.528666627,89134.01387243904
PT_07,4,Tapes_standing,4,198.38228603018734,83.00815676526501,189.45415136076969,58.773890625,0.7537841796875,0.7632065723084057,172.03610307301167,176.96835987110745,192.70810857555395,249.7244391425686,263.011644611331,0.7632065723084057,0.736929539672948,260.41334672833847,96.0986599688568,76.10964775085449,57.27386474609375,22789248.24545026,79331.61164360812
PT_07,4,Tapes_standing,5,219.4659626650847,85.94499365170756,205.10359291254207,52.647796875,0.5767822265625,0.7197512518511028,185.52314008286663,203.79727889564393,199.85352582701455,272.9054756358322,307.0709942426746,0.7197512518511028,0.7008082177938088,288.9683835554863,95.37342756495542,76.70354843139648,51.25784873962402,24660734.05607254,95795.94868744623
PT_07,5,Tapes,1,43.54787619489994,28.937197616872744,42.31472859678395,7.398390624999999,1.1895833333333334,0.3043477999842288,17.691660034302487,58.80614804992725,24.001623380721693,50.47935201791005,89.78115428069,0.3043477999842288,0.3411014919477221,56.66753043457835,97.59202377907383,77.10456848144531,53.85780334472656,645039.1704251345,4547.406576179997
PT_07,5,Tapes,2,196.0927537373929,87.03653716319594,182.7707694936456,53.661781250000004,0.6158447265625,0.6984736517686121,160.50068168281086,182.36554707457591,179.79303050335636,272.0205517768725,255.58291766311598,0.6984736517686121,0.6578120772391507,258.651673829219,91.11540937370788,72.05057144165039,40.035247802734375,21977294.866115093,79770.75159074311
PT_07,5,Tapes,3,201.694547141194,85.14268646078436,189.25712870533,53.7188828125,0.628662109375,0.6924599024141393,164.70440829541266,188.91909307686237,182.11271762410425,273.8278142471026,270.9066083586743,0.6924599024141393,0.6573159282504766,266.02423740925434,89.61998748771664,71.02084159851074,36.11636161804199,22773823.68706358,83130.72902420581
PT_07,5,Tapes,4,213.15916058740316,88.49604867346372,198.47807537076596,55.5243671875,0.7891845703125,0.6969310922960887,172.6309354043117,193.76567141338379,211.3738080949012,290.6493029077506,273.17090430930796,0.6969310922960887,0.6972585245435425,281.92845650960896,94.3557710037398,75.71721076965332,44.15440559387207,23864496.27056616,93012.83456089275
PT_07,5,Tapes,5,229.54460858250843,88.24834800753732,216.71535332127226,57.9445390625,0.8734130859375,0.7502136199256589,201.72016670872515,194.39376137671402,227.63860203378326,308.3639100443835,295.27871737277087,0.7502136199256589,0.7072679980555912,302.54437223202916,96.35552694403748,77.60286331176758,41.718244552612305,26064402.921127755,104858.18276785334
PT_07,5,Tapes_standing,1,220.0412063790277,87.65408616125279,206.51726135731425,55.474390625,0.865478515625,0.7589431547567959,186.87192042545607,191.69683141065929,211.33053309508077,296.31596841733864,295.2381913410022,0.7589431547567959,0.700958535295374,289.67226779975056,98.1760253580249,78.50122451782227,43.700456619262695,24838572.993254207,96808.26849413657
PT_07,5,Tapes_standing,2,234.1533639680153,96.20080991511622,221.16588846493676,55.9088046875,0.880126953125,0.766059443644904,207.85062552583193,199.7503917483746,246.32491241264597,309.4594852325598,277.1777690256288,0.766059443644904,0.7676089078115481,308.6321889850477,98.92582646306701,78.857421875,40.3139591217041,26599134.380546726,111233.52387918535
PT_07,5,Tapes_standing,3,205.88405243477297,83.49182626962477,193.63195152052788,55.932390625,0.5010986328125,0.7529565962835952,178.76662167027632,177.454894249913,209.6364937245975,279.09435700859365,252.0249110622678,0.7529565962835952,0.7370399409829033,271.11519177478374,99.45352894743466,79.21195030212402,42.96731948852539,23286753.993139178,85415.55356099
PT_07,5,Tapes_standing,4,199.83325496916447,77.60957527364263,189.37069108879228,57.3666875,0.7122802734375,0.7468698504497507,174.65623475025006,171.39633203939243,198.4605240427347,263.66635774291416,258.69062066960396,0.7468698504497507,0.7309775324913695,262.477053293032,99.80408394990948,79.88142967224121,44.54636573791504,22778613.30822806,79088.83747684321
PT_07,5,Tapes_standing,5,212.0593036876064,82.52018341322598,201.3546038754314,56.809031250000004,0.91552734375,0.7668488948226525,190.80619795208028,183.36813108537646,211.03901458882672,266.6294157283256,271.3942515550076,0.7668488948226525,0.7635532115627083,279.3691917140322,103.95008096481146,84.1672420501709,43.49064826965332,24222284.761355657,89635.79559972728
PT_07,5,Tapes_cog_load,1,212.72788445355928,89.30134169609495,197.92311391495394,56.2176953125,0.6927490234375,0.732218928882503,175.89719345012026,181.6909337211289,215.82067819084105,297.4210712579446,276.0977009489576,0.732218928882503,0.6904134061599769,281.7551265475092,95.63013016039343,77.07071304321289,49.2246150970459,23802858.12217579,93194.38748579318
PT_07,5,Tapes_cog_load,2,227.51263333104998,92.77209655952474,213.32089628313977,55.885023437499996,0.7257080078125,0.7364292854322059,190.4348930401365,193.27205202571326,231.91086756073332,312.8788217865779,296.0153171225601,0.7364292854322059,0.696995758114583,302.1168974722256,93.55847786486052,75.14190673828125,44.04902458190918,25673430.380960494,106338.4749691236
PT_07,5,Tapes_cog_load,3,240.99681775567188,96.75895851509294,226.91525614999296,56.8018203125,0.872802734375,0.7407100165600413,209.15773384167116,199.2329859008836,251.9772177967868,327.94667938627356,303.182916543173,0.7407100165600413,0.7254884709001167,318.87945524778536,94.0553848197263,75.82926750183105,40.699005126953125,27293782.476823453,117985.25287090935
PT_07,5,Tapes_cog_load,4,247.0176682376649,102.03874284996651,232.36578439063973,57.2105234375,0.841064453125,0.7571608027938701,205.11306882982115,209.1981466788732,252.4101139290573,342.34633257268746,322.9796075404838,0.7571608027938701,0.7098918423824025,325.5106397956895,93.50997004703598,74.91183280944824,40.799617767333984,27921951.129642516,123726.99307954664
PT_07,5,Tapes_cog_load,5,245.16638687797087,98.0911708615277,230.6276124937395,56.3472265625,0.933837890625,0.7469341796362468,201.24441498867262,211.08736861404907,241.4753029340384,335.267472563974,336.10415495261157,0.7469341796362468,0.696369230759086,323.7727674020889,94.99995134306704,76.70903205871582,49.71027374267578,27724991.661408134,121408.089544496
PT_08,1,Tapes,1,127.34441232142765,69.37188897808764,120.05288141949342,48.8691796875,0.069580078125,0.368341643107886,57.517114378442706,149.9799069072631,95.57312350725188,193.5644553107444,214.96286010696093,0.368341643107886,0.4656772934871029,164.72427533053417,79.66188819780083,61.598777770996094,56.44702911376953,14443382.274609638,34850.1393128958
PT_08,1,Tapes,2,153.8702449047259,82.16975271214604,144.12402752850213,46.18142968749999,0.2850341796875,0.38029517775129773,77.6960352186076,181.74186714790662,102.82998930107442,226.48868036952138,266.4930145920171,0.38029517775129773,0.41910937121528224,200.78167075319269,81.21388857448095,63.69829177856445,51.79572105407715,17354026.66886577,50783.12441046617
PT_08,1,Tapes,3,155.61776281369617,80.73246297785833,146.63555273540902,54.270203125,0.3033447265625,0.4341875566033509,82.01350801385732,180.25899654856,109.3119899393185,235.98288479550138,254.87809753965143,0.4341875566033509,0.4456813121613069,202.9277716078713,82.0854854003128,64.58091735839844,53.71260643005371,17634605.412317358,51499.574441173754
PT_08,1,Tapes,4,155.64946048231002,78.92150578097113,144.33016974069534,48.719625,0.5474853515625,0.45855294789760487,89.41666449815425,180.8948133478569,125.34041880929578,239.80227491982828,209.18195557118304,0.45855294789760487,0.5497127389554728,203.65380595609452,82.47102709784107,65.11735916137695,50.1408576965332,17349584.566161484,51529.376695279
PT_08,1,Tapes,5,142.91871982899247,70.46380035987748,129.45079541277616,42.5176953125,0.3314208984375,0.4854382368493842,90.308898202237,156.62340225456796,114.49437593957553,232.19124346314067,183.81927523162466,0.4854382368493842,0.5583518616714448,187.2502288091398,83.32965004013388,66.51663780212402,44.73567008972168,15567764.015212793,43193.36358558366
PT_08,1,Tapes_standing,1,136.0957586802437,60.40054660896811,124.58477900852041,45.9753984375,0.0872802734375,0.5856561011482546,86.07608133999328,140.0665911573609,140.0123376651609,207.66764776347284,162.25890206168845,0.5856561011482546,0.6772385584571813,179.5926659845449,92.44820377720157,75.22010803222656,76.90095901489258,14980718.612148859,38058.944531783134
PT_08,1,Tapes_standing,2,140.87040672034178,61.261597075795194,132.04804237971376,55.666,0.133056640625,0.7093313384277681,99.64353938103466,137.4438313152013,158.03428812956668,219.74129249417012,136.7239450076833,0.7093313384277681,0.8128284410440167,187.13061982895078,93.20773998552389,75.82283020019531,78.16433906555176,15870671.121211477,41121.065316862514
PT_08,1,Tapes_standing,3,133.46719496739775,64.52576308651423,123.23336005638845,50.962921875,0.089111328125,0.6460155000854442,88.08812909200398,132.051820341308,148.6153870308186,216.12879684753932,133.37079612046298,0.6460155000854442,0.756432617030327,175.4820250103271,92.88003242455741,76.6439437866211,79.61654663085938,14819326.231313517,37520.7724550692
PT_08,1,Tapes_standing,4,137.5740252088364,62.92998225741206,126.84263846833522,48.9253515625,0.1495361328125,0.5945917585685893,89.34737723731902,144.22931228745577,128.30239057225023,213.44447299004392,169.14659139152855,0.5945917585685893,0.660132230062301,181.5245342314287,88.76424375858645,71.95162773132324,79.61583137512207,15265401.331883647,39190.18082737128
PT_08,1,Tapes_standing,5,139.26275625437705,67.6227548274099,127.23878120891885,44.352203125,0.1422119140625,0.5643405247226603,90.73055772812226,139.36361704120696,133.92579461556653,228.35065609001379,167.15080879066198,0.5643405247226603,0.6244079006472192,181.52335468793234,88.71946050828547,72.03245162963867,76.95388793945312,15297141.985077918,40320.143757418366
PT_08,1,Tapes_cog_load,1,124.65561357066068,68.7770532174054,116.23005639486428,52.3626015625,0.41259765625,0.36463861299929773,61.11532820362114,157.53419932243497,92.30452430195595,197.7711141232221,169.05557105550318,0.36463861299929773,0.5130060513960036,161.79196215466123,81.66601619970645,64.79620933532715,60.0438117980957,13963303.072940711,33618.82725555629
PT_08,1,Tapes_cog_load,2,124.38725556686197,67.76353593559311,115.50479187696632,46.864015625,0.2362060546875,0.3751092232968663,65.76998367845258,158.49176968146946,89.2032698620091,197.71737667298066,158.9868180090769,0.3751092232968663,0.5047440657629348,162.83721005725062,84.16452082564138,67.32416152954102,49.283742904663086,13887884.81745827,33737.37901060759
PT_08,1,Tapes_cog_load,3,131.18919414520488,74.63628009507961,121.05526807331132,43.3837890625,0.423583984375,0.3471035653802945,64.37965463573889,167.58630664055264,97.91222130432027,208.77557309979264,171.94623523371015,0.3471035653802945,0.5183887588705599,170.8551992205759,78.67805168281996,62.12472915649414,44.61479187011719,14542269.946744744,37950.70608969561
